5712,13,13,24,13,,,,,,
5982,5,5,5,5,org.apache.spark.sql.execution.vectorized.ColumnarBatch.column(),,,,,
2485,4,4,4,4,pyspark.mllib.recommendation.MatrixFactorizationModel.save(),,,aedbbaa3dda9cbc154cd52c07f6d296b972b0eb2,7e53a79c30511dbd0e5d9878a4b8b0f5bc94e68b,
14499,4,4,5,4,org.apache.spark.launcher.AbstractAppHandle.isDisposed(),revert,SPARK-23020,,,
5470,2,2,2,2,pyspark.sql.group.GroupedData.variance(),,,1d04dc95c0d3caa485936e65b0493bcc9719f27e,5051262d4ca6a2c529c9b1ba86d54cce60a7af17,
13650,2,2,2,2,org.apache.spark.kvstore.InMemoryStore.count(),,,,,
14384,2,1,2,1,org.apache.hive.service.cli.operation.ExecuteStatementOperation.registerCurrentOperationLog(),revert two times,SPARK-22496,,,
14751,2,2,3,2,org.apache.spark.launcher.LauncherConnection.isOpen(),revert,SPARK-23020,,,
14750,2,2,2,2,org.apache.spark.launcher.AbstractAppHandle.dispose(),revert,SPARK-23021,,,
14752,2,2,2,2,org.apache.spark.launcher.BaseSuite.eventually(),revert,SPARK-23022,,,
2946,1,1,4,3,org.apache.spark.unsafe.memory.MemoryBlock.size(),,,56419cf11f769c80f391b45dc41b3c7101cc5ff4,eec74ba8bde7f9446cc38e687bda103e85669d35,
5177,1,1,1,1,org.apache.spark.network.server.RpcHandler.exceptionCaught(),,,084e4e126211d74a79e8dbd2d0e604dd3c650822,02144d6745ec0a6d8877d969feb82139bd22437f,107320c9bbfe2496963a4e75e60fd6ba7fbfbabc
5426,1,1,7,7,org.apache.spark.memory.MemoryConsumer.releaseMemory(),,,56419cf11f769c80f391b45dc41b3c7101cc5ff4,eec74ba8bde7f9446cc38e687bda103e85669d35,
6170,1,1,1,1,org.apache.spark.util.sketch.CountMinSketchImpl.version(),,,6f0f1d9e04a8db47e2f6f8fcfe9dea9de0f633da,6743de3a98e3f0d0e6064ca1872fa88c3aeaa143,
5984,1,1,1,1,org.apache.spark.sql.execution.vectorized.ColumnarBatch.numCols(),,,555127387accdd7c1cf236912941822ba8af0a52,4a091232122b51f10521a68de8b1d9eb853b563d,
6239,1,1,1,1,org.apache.spark.sql.execution.vectorized.ColumnVector.getLong(),revert,SPARK-21046,,,
13680,1,1,1,1,org.apache.spark.kvstore.InMemoryStore.InstanceList.get(),,,,,
13653,1,1,1,1,org.apache.spark.kvstore.InMemoryStore.read(),,,,,
13656,1,1,1,1,org.apache.spark.kvstore.InMemoryStore.write(),,,,,
14638,1,1,1,1,org.apache.spark.sql.vectorized.ColumnVector.isNullAt(),,,52e00f70663a87b5837235bdf72a3e6f84e11411,90848d507457d30abb36e3ba07618dfc87c34cd6,
14362,1,1,1,1,org.apache.spark.sql.execution.vectorized.MutableColumnarRow.isNullAt(),,,89e8d556b93d1bf1b28fe153fd284f154045b0ee,90848d507457d30abb36e3ba07618dfc87c34cd7,
30,0,0,9,9,,,,,,
28,0,0,2,2,,,,,,
41,0,0,1,1,,,,,,
133,0,0,2,2,,,,,,
16,0,0,1,1,,,,,,
108,0,0,1,1,,,,,,
137,0,0,1,1,,,,,,
172,0,0,1,1,,,,,,
173,0,0,1,1,,,,,,
171,0,0,1,1,,,,,,
189,0,0,5,5,,,,,,
169,0,0,1,1,,,,,,
181,0,0,1,1,,,,,,
183,0,0,1,1,,,,,,
274,0,0,7,7,,,,,,
272,0,0,2,2,,,,,,
285,0,0,1,1,,,,,,
258,0,0,1,1,,,,,,
584,0,0,9,9,,,,,,
582,0,0,4,4,,,,,,
641,0,0,1,1,,,,,,
642,0,0,1,1,,,,,,
755,0,0,1,1,,,,,,
278,0,0,1,1,,,,,,
898,0,0,2,2,,,,,,
899,0,0,2,2,,,,,,
973,0,0,1,1,,,,,,
978,0,0,1,1,,,,,,
997,0,0,1,1,,,,,,
1101,0,0,1,1,,,,,,
1105,0,0,1,1,,,,,,
1103,0,0,1,1,,,,,,
1356,0,0,5,5,,,,,,
1549,0,0,1,1,,,,,,
1339,0,0,3,3,,,,,,
1647,0,0,1,1,,,,,,
1430,0,0,2,2,,,,,,
1828,0,0,3,3,,,,,,
1871,0,0,5,5,,,,,,
1869,0,0,2,2,,,,,,
1899,0,0,1,1,,,,,,
1920,0,0,3,3,,,,,,
2041,0,0,1,1,,,,,,
2040,0,0,4,4,,,,,,
2039,0,0,5,5,,,,,,
2112,0,0,6,6,,,,,,
2113,0,0,6,6,,,,,,
2114,0,0,6,6,,,,,,
2115,0,0,6,6,,,,,,
2253,0,0,1,1,,,,,,
2279,0,0,4,4,,,,,,
2278,0,0,5,5,,,,,,
2378,0,0,4,4,,,,,,
2486,0,0,3,3,,,,,,
2488,0,0,3,3,,,,,,
2595,0,0,7,7,,,,,,
2598,0,0,2,2,,,,,,
2604,0,0,3,3,,,,,,
2607,0,0,3,3,,,,,,
2608,0,0,4,4,,,,,,
2610,0,0,3,3,,,,,,
2612,0,0,3,3,,,,,,
2614,0,0,3,3,,,,,,
2616,0,0,3,3,,,,,,
2618,0,0,3,3,,,,,,
2620,0,0,3,3,,,,,,
2651,0,0,3,3,,,,,,
2602,0,0,2,2,,,,,,
2790,0,0,1,1,,,,,,
2791,0,0,1,1,,,,,,
1567,0,0,1,1,,,,,,
1720,0,0,1,1,,,,,,
1721,0,0,1,1,,,,,,
2653,0,0,1,1,,,,,,
2796,0,0,15,15,,,,,,
2986,0,0,3,3,,,,,,
2981,0,0,3,3,,,,,,
2945,0,0,1,1,,,,,,
2999,0,0,1,1,,,,,,
3000,0,0,1,1,,,,,,
3001,0,0,2,2,,,,,,
3002,0,0,1,1,,,,,,
3003,0,0,1,1,,,,,,
3004,0,0,5,5,,,,,,
3005,0,0,9,9,,,,,,
3006,0,0,1,1,,,,,,
3007,0,0,1,1,,,,,,
3008,0,0,1,1,,,,,,
3009,0,0,1,1,,,,,,
3010,0,0,1,1,,,,,,
3011,0,0,2,2,,,,,,
3012,0,0,7,7,,,,,,
3013,0,0,1,1,,,,,,
2936,0,0,3,3,,,,,,
3037,0,0,3,3,,,,,,
3057,0,0,3,3,,,,,,
3061,0,0,3,3,,,,,,
1726,0,0,1,1,,,,,,
3103,0,0,3,3,,,,,,
3115,0,0,6,6,,,,,,
3194,0,0,1,1,,,,,,
3190,0,0,1,1,,,,,,
3363,0,0,3,3,,,,,,
3372,0,0,3,3,,,,,,
3389,0,0,1,1,,,,,,
3460,0,0,3,3,,,,,,
3470,0,0,3,3,,,,,,
2840,0,0,1,1,,,,,,
3646,0,0,1,1,,,,,,
3647,0,0,2,2,,,,,,
3690,0,0,1,1,,,,,,
2900,0,0,1,1,,,,,,
2885,0,0,1,1,,,,,,
3721,0,0,1,1,,,,,,
3722,0,0,1,1,,,,,,
2895,0,0,2,2,,,,,,
2896,0,0,1,1,,,,,,
2897,0,0,2,2,,,,,,
2877,0,0,1,1,,,,,,
3723,0,0,1,1,,,,,,
3782,0,0,1,1,,,,,,
3786,0,0,1,1,,,,,,
3645,0,0,1,1,,,,,,
4104,0,0,3,3,,,,,,
4106,0,0,3,3,,,,,,
4108,0,0,3,3,,,,,,
4110,0,0,3,3,,,,,,
3959,0,0,3,3,,,,,,
3931,0,0,3,3,,,,,,
4192,0,0,3,3,,,,,,
2865,0,0,1,1,,,,,,
2866,0,0,1,1,,,,,,
4182,0,0,1,1,,,,,,
4327,0,0,4,4,,,,,,
4332,0,0,3,3,,,,,,
4334,0,0,3,3,,,,,,
4346,0,0,3,3,,,,,,
4361,0,0,3,3,,,,,,
4375,0,0,1,1,,,,,,
3640,0,0,2,2,,,,,,
4392,0,0,3,3,,,,,,
4394,0,0,3,3,,,,,,
4410,0,0,1,1,,,,,,
4419,0,0,1,1,,,,,,
3486,0,0,1,1,,,,,,
4442,0,0,9,9,,,,,,
4212,0,0,2,2,,,,,,
4463,0,0,1,1,,,,,,
4450,0,0,3,3,,,,,,
4175,0,0,2,2,,,,,,
4513,0,0,3,3,,,,,,
4515,0,0,3,3,,,,,,
4517,0,0,3,3,,,,,,
4519,0,0,3,3,,,,,,
4521,0,0,3,3,,,,,,
4523,0,0,3,3,,,,,,
4525,0,0,3,3,,,,,,
4509,0,0,3,3,,,,,,
4511,0,0,3,3,,,,,,
4608,0,0,3,3,,,,,,
4618,0,0,3,3,,,,,,
4620,0,0,3,3,,,,,,
4635,0,0,1,1,,,,,,
2848,0,0,2,2,,,,,,
2953,0,0,3,3,,,,,,
2974,0,0,1,1,,,,,,
4181,0,0,1,1,,,,,,
4677,0,0,2,2,,,,,,
2852,0,0,1,1,,,,,,
4684,0,0,1,1,,,,,,
4687,0,0,1,1,,,,,,
4694,0,0,1,1,,,,,,
4846,0,0,3,3,,,,,,
4854,0,0,1,1,,,,,,
4842,0,0,5,5,,,,,,
4845,0,0,4,4,,,,,,
4839,0,0,3,3,,,,,,
4847,0,0,2,2,,,,,,
4853,0,0,3,3,,,,,,
5054,0,0,1,1,,,,,,
5197,0,0,3,3,,,,,,
5189,0,0,3,3,,,,,,
5223,0,0,3,3,,,,,,
5259,0,0,1,1,,,,,,
4849,0,0,2,2,,,,,,
5354,0,0,3,3,,,,,,
5367,0,0,3,3,,,,,,
5387,0,0,4,4,,,,,,
5382,0,0,5,5,,,,,,
5392,0,0,4,4,,,,,,
5357,0,0,2,2,,,,,,
5381,0,0,1,1,,,,,,
5386,0,0,1,1,,,,,,
5389,0,0,1,1,,,,,,
5390,0,0,1,1,,,,,,
5422,0,0,3,3,,,,,,
5428,0,0,1,1,,,,,,
5456,0,0,1,1,,,,,,
5447,0,0,1,1,,,,,,
5446,0,0,1,1,,,,,,
5427,0,0,2,2,,,,,,
2952,0,0,1,1,,,,,,
5442,0,0,1,1,,,,,,
5445,0,0,1,1,,,,,,
5443,0,0,1,1,,,,,,
5503,0,0,1,1,,,,,,
5555,0,0,4,4,,,,,,
5556,0,0,4,4,,,,,,
2951,0,0,4,4,,,,,,
5548,0,0,2,2,,,,,,
5551,0,0,1,1,,,,,,
5557,0,0,1,1,,,,,,
5595,0,0,13,13,,,,,,
5596,0,0,13,13,,,,,,
5639,0,0,1,1,,,,,,
5655,0,0,3,3,,,,,,
5673,0,0,3,3,,,,,,
1464,0,0,1,1,,,,,,
1467,0,0,2,2,,,,,,
5763,0,0,1,1,,,,,,
5776,0,0,1,1,,,,,,
5799,0,0,3,3,,,,,,
4223,0,0,1,1,,,,,,
5968,0,0,2,2,,,,,,
5991,0,0,2,2,,,,,,
6061,0,0,1,1,,,,,,
6104,0,0,12,12,,,,,,
6105,0,0,12,12,,,,,,
6103,0,0,12,12,,,,,,
2888,0,0,1,1,,,,,,
2892,0,0,1,1,,,,,,
2894,0,0,1,1,,,,,,
6236,0,0,3,3,,,,,,
6344,0,0,2,2,,,,,,
6352,0,0,1,1,,,,,,
6354,0,0,1,1,,,,,,
6360,0,0,3,3,,,,,,
6356,0,0,3,3,,,,,,
6359,0,0,3,3,,,,,,
6022,0,0,1,1,,,,,,
6014,0,0,1,1,,,,,,
6237,0,0,2,2,,,,,,
6230,0,0,1,1,,,,,,
6363,0,0,1,1,,,,,,
6365,0,0,1,1,,,,,,
6367,0,0,1,1,,,,,,
6369,0,0,1,1,,,,,,
6370,0,0,1,1,,,,,,
6371,0,0,1,1,,,,,,
6284,0,0,1,1,,,,,,
6288,0,0,1,1,,,,,,
6277,0,0,1,1,,,,,,
6289,0,0,1,1,,,,,,
6281,0,0,1,1,,,,,,
4216,0,0,1,1,,,,,,
5444,0,0,2,2,,,,,,
6429,0,0,1,1,,,,,,
6376,0,0,2,2,,,,,,
6374,0,0,2,2,,,,,,
5999,0,0,2,2,,,,,,
6243,0,0,2,2,,,,,,
5995,0,0,12,12,,,,,,
3650,0,0,1,1,,,,,,
6293,0,0,1,1,,,,,,
6530,0,0,1,1,,,,,,
6545,0,0,4,4,,,,,,
6549,0,0,4,4,,,,,,
6546,0,0,3,3,,,,,,
6550,0,0,3,3,,,,,,
6244,0,0,1,1,,,,,,
6625,0,0,2,1,,,,,,
6623,0,0,2,1,,,,,,
6627,0,0,3,3,,,,,,
6630,0,0,3,3,,,,,,
6728,0,0,4,4,,,,,,
6731,0,0,4,4,,,,,,
6725,0,0,4,4,,,,,,
6734,0,0,4,4,,,,,,
6726,0,0,4,4,,,,,,
6729,0,0,4,4,,,,,,
6732,0,0,4,4,,,,,,
6735,0,0,4,4,,,,,,
6730,0,0,1,1,,,,,,
6724,0,0,1,1,,,,,,
6733,0,0,1,1,,,,,,
6727,0,0,1,1,,,,,,
6418,0,0,1,1,,,,,,
6826,0,0,1,1,,,,,,
6829,0,0,1,1,,,,,,
6825,0,0,1,1,,,,,,
6828,0,0,1,1,,,,,,
6827,0,0,1,1,,,,,,
6830,0,0,1,1,,,,,,
1497,0,0,1,1,,,,,,
11843,0,0,1,1,,,,,,
11941,0,0,1,1,,,,,,
11942,0,0,1,1,,,,,,
11969,0,0,15,15,,,,,,
11967,0,0,10,10,,,,,,
11965,0,0,1,1,,,,,,
5250,0,0,2,2,,,,,,
5245,0,0,1,1,,,,,,
5258,0,0,1,1,,,,,,
12312,0,0,1,1,,,,,,
12251,0,0,15,15,,,,,,
5993,0,0,8,8,,,,,,
6611,0,0,1,1,,,,,,
12474,0,0,2,2,,,,,,
12480,0,0,1,1,,,,,,
12457,0,0,2,2,,,,,,
3052,0,0,1,1,,,,,,
1786,0,0,1,1,,,,,,
12458,0,0,1,1,,,,,,
12483,0,0,1,1,,,,,,
3050,0,0,1,1,,,,,,
12468,0,0,1,1,,,,,,
6159,0,0,1,1,,,,,,
13184,0,0,2,2,,,,,,
13240,0,0,2,2,,,,,,
13309,0,0,2,2,,,,,,
13341,0,0,2,2,,,,,,
13312,0,0,1,1,,,,,,
13361,0,0,1,1,,,,,,
13360,0,0,1,1,,,,,,
13362,0,0,1,1,,,,,,
13344,0,0,1,1,,,,,,
13317,0,0,1,1,,,,,,
13320,0,0,1,1,,,,,,
13347,0,0,1,1,,,,,,
13394,0,0,1,1,,,,,,
13462,0,0,1,1,,,,,,
13969,0,0,6,6,,,,,,
13994,0,0,2,2,,,,,,
2846,0,0,1,1,,,,,,
14019,0,0,2,2,,,,,,
6396,0,0,1,1,,,,,,
14014,0,0,2,2,,,,,,
14164,0,0,1,1,,,,,,
6233,0,0,2,2,,,,,,
6234,0,0,2,2,,,,,,
13434,0,0,1,1,,,,,,
6493,0,0,1,1,,,,,,
6494,0,0,1,1,,,,,,
6495,0,0,1,1,,,,,,
6425,0,0,1,1,,,,,,
13999,0,0,2,2,,,,,,
14498,0,0,2,1,,,,,,
14502,0,0,2,1,,,,,,
14494,0,0,2,1,,,,,,
14614,0,0,6,6,,,,,,
14616,0,0,2,2,,,,,,
14617,0,0,2,2,,,,,,
14623,0,0,1,1,,,,,,
14629,0,0,1,1,,,,,,
14631,0,0,1,1,,,,,,
2954,0,0,1,1,,,,,,
14782,0,0,1,1,,,,,,
15073,0,0,3,3,,,,,,
