4385,0,0,2,2
4432,1,1,2,1
4386,0,0,3,2
3835,1,1,1,1
4441,1,1,4,3
4479,1,1,2,1
4481,0,0,1,1
3121,0,0,1,1
3124,0,0,1,1
4544,0,0,2,2
4545,0,0,3,3
4548,0,0,1,1
4556,0,0,6,3
4611,0,0,1,1
4617,0,0,2,2
4621,0,0,1,1
4615,0,0,1,1
2027,0,0,1,1
4679,3,3,18,13
4701,0,0,2,2
4739,0,0,1,1
4762,0,0,1,1
4766,0,0,1,1
4801,0,0,1,1
4818,0,0,2,1
4905,0,0,1,1
4903,0,0,1,1
4893,0,0,3,2
2381,1,1,2,1
2380,1,1,2,1
5056,1,1,1,1
5601,2,2,2,2
712,2,2,3,2
753,1,1,1,1
3675,1,1,2,1
3442,1,1,1,1
5099,1,1,2,1
4678,2,1,6,4
5262,1,1,2,2
2023,2,2,3,2
5303,21,21,21,21
5614,1,1,1,1
5304,2,2,2,2
3528,1,1,1,1
287,1,1,1,1
5306,1,1,2,1
5307,1,1,3,1
5236,1,1,3,1
5237,1,1,2,1
5392,4,3,5,3
5244,1,1,1,1
5062,1,1,2,1
5066,1,1,2,1
2010,1,1,2,1
5068,2,2,4,2
5076,1,1,2,1
5043,4,3,5,3
5041,2,2,2,2
5515,1,1,1,1
5152,1,1,1,1
5373,1,1,1,1
5217,1,1,1,1
5514,1,1,1,1
5259,1,1,1,1
4949,1,1,1,1
5400,1,1,1,1
5531,1,1,1,1
4910,1,1,1,1
5661,1,1,1,1
5662,0,0,1,1
2773,0,0,1,1
5694,0,0,2,1
5697,0,0,1,1
5699,0,0,1,1
5602,0,0,1,1
5720,0,0,2,2
266,0,0,1,1
971,0,0,1,1
346,0,0,1,1
4682,0,0,1,1
5758,0,0,2,2
5763,0,0,2,2
2250,0,0,1,1
5773,0,0,1,1
3144,0,0,3,2
3640,0,0,1,1
1534,0,0,2,2
4209,0,0,1,1
5782,0,0,1,1
5783,0,0,1,1
5804,0,0,5,3
568,0,0,1,1
933,0,0,1,1
934,0,0,1,1
5808,0,0,2,2
5806,0,0,1,1
5807,0,0,1,1
5857,0,0,1,1
5896,0,0,1,1
5913,0,0,5,5
5905,0,0,2,2
5911,0,0,1,1
5912,0,0,1,1
5955,0,0,2,2
5965,0,0,1,1
5969,0,0,2,2
639,0,0,1,1
5223,0,0,2,2
3524,0,0,1,1
3523,0,0,1,1
6055,0,0,2,1
6057,0,0,1,1
267,0,0,1,1
4316,0,0,1,1
6103,0,0,1,1
6104,0,0,1,1
6185,0,0,1,1
4002,0,0,1,1
6199,0,0,1,1
4904,0,0,1,1
6351,0,0,1,1
6416,0,0,1,1
6417,0,0,1,1
6418,0,0,1,1
6420,0,0,1,1
3607,0,0,1,1
504,0,0,1,1
6711,0,0,1,1
6736,0,0,1,1
3006,0,0,1,1
6985,2,2,2,2
6984,2,2,4,2
6834,2,2,2,2
6987,0,0,2,2
6988,2,2,2,2
6996,0,0,1,1
6997,0,0,1,1
7004,0,0,1,1
7005,0,0,1,1
7006,0,0,2,2
374,0,0,1,1
1378,0,0,1,1
6310,0,0,1,1
6774,0,0,1,1
7110,0,0,1,1
6639,0,0,1,1
7226,7,7,7,7
7225,3,3,3,3
7251,0,0,1,1
7377,0,0,1,1
7484,0,0,1,1
7703,0,0,1,1
3447,0,0,1,1
1386,0,0,1,1
7789,0,0,1,1
7859,1,1,1,1
7856,2,2,2,2
7915,0,0,1,1
7916,0,0,1,1
7918,0,0,1,1
8006,0,0,5,5
202,0,0,1,1
7532,0,0,1,1
519,0,0,4,4
5055,0,0,1,1
511,0,0,2,2
8142,0,0,2,2
8159,0,0,1,1
6320,0,0,1,1
