3746,0,0,1,1
3747,0,0,1,1
1703,0,0,1,1
3525,1,1,2,1
500,0,0,3,3
406,0,0,1,1
410,0,0,1,1
260,0,0,1,1
505,0,0,3,3
376,0,0,3,3
510,1,1,4,3
506,0,0,4,4
887,0,0,2,2
896,1,1,2,1
3642,2,2,4,2
2433,1,1,2,1
3848,0,0,2,1
3847,0,0,2,1
3645,1,1,2,1
3643,1,1,2,1
450,1,1,1,1
1405,0,0,1,1
3118,0,0,4,4
525,1,1,6,3
1291,0,0,1,1
198,0,0,2,1
192,1,1,2,2
495,0,0,1,1
509,1,1,3,2
3125,0,0,2,2
96,0,0,1,1
553,0,0,12,6
552,0,0,2,1
550,0,0,2,1
554,0,0,2,1
546,0,0,2,1
2021,0,0,4,4
586,0,0,1,1
630,0,0,1,1
579,0,0,1,1
341,1,1,9,7
370,0,0,2,2
931,0,0,5,5
371,0,0,1,1
720,0,0,1,1
2028,1,1,5,5
723,0,0,3,2
347,0,0,2,1
1516,0,0,1,1
2741,0,0,1,1
328,0,0,1,1
337,0,0,1,1
339,0,0,3,3
353,0,0,1,1
354,0,0,1,1
355,0,0,1,1
778,0,0,1,1
377,0,0,2,2
363,0,0,2,2
365,0,0,1,1
378,0,0,2,2
383,0,0,1,1
388,0,0,3,3
391,0,0,1,1
392,0,0,1,1
393,0,0,1,1
394,0,0,1,1
329,0,0,1,1
342,0,0,2,2
788,0,0,1,1
514,1,1,9,8
1532,0,0,13,9
922,1,1,1,1
256,4,4,9,6
939,0,0,2,2
284,0,0,1,1
972,0,0,1,1
963,0,0,1,1
965,0,0,1,1
482,0,0,1,1
3421,0,0,1,1
3419,0,0,1,1
3417,0,0,1,1
3420,0,0,1,1
3415,0,0,1,1
976,0,0,4,3
494,1,1,1,1
247,0,0,1,1
996,0,0,1,1
983,0,0,2,2
1008,1,1,2,1
1006,1,1,2,1
1007,1,1,2,1
3911,0,0,2,1
244,1,1,6,4
491,0,0,1,1
1289,0,0,1,1
1342,0,0,2,2
1356,0,0,1,1
1361,0,0,1,1
3467,0,0,2,2
3468,0,0,1,1
1413,0,0,2,2
1506,0,0,1,1
1505,0,0,2,2
1510,1,1,2,1
3142,1,1,5,3
3130,1,1,3,2
927,0,0,1,1
935,1,1,4,3
1765,0,0,1,1
3730,0,0,1,1
4155,0,0,2,2
3732,0,0,1,1
3731,0,0,1,1
2059,1,1,1,1
893,0,0,1,1
900,0,0,1,1
1996,0,0,4,4
1993,0,0,2,2
2002,1,1,4,3
1998,0,0,2,2
1991,0,0,2,2
1994,0,0,2,2
1990,1,1,3,3
1997,0,0,2,2
1995,0,0,2,2
1992,0,0,2,2
2004,1,1,3,2
1999,0,0,1,1
2573,0,0,1,1
1535,0,0,2,2
3527,1,1,5,5
3793,0,0,2,2
2580,1,1,2,2
3794,0,0,2,2
2326,2,2,2,2
2029,0,0,2,2
2020,0,0,1,1
2395,1,1,2,1
2394,1,1,2,1
2403,1,1,2,1
2418,4,4,4,4
2411,1,1,2,1
2410,1,1,2,1
4001,0,0,1,1
3772,0,0,1,1
1519,0,0,1,1
3621,0,0,1,1
1517,0,0,1,1
3667,0,0,1,1
3665,0,0,1,1
352,0,0,1,1
2460,0,0,3,1
3978,0,0,2,2
3979,0,0,2,2
2503,0,0,1,1
1445,0,0,1,1
3128,0,0,1,1
1422,0,0,1,1
246,0,0,1,1
3906,1,1,2,1
3969,1,1,2,1
3968,1,1,2,1
2693,0,0,2,2
1400,0,0,6,6
2698,0,0,2,2
230,0,0,8,6
245,1,1,3,3
1687,0,0,1,1
1686,0,0,1,1
2323,1,1,1,1
2786,2,2,2,2
970,0,0,2,2
3209,0,0,1,1
31,1,1,1,1
32,1,1,1,1
3784,0,0,2,1
3674,0,0,2,2
3987,0,0,1,1
3990,0,0,1,1
4038,0,0,1,1
3449,0,0,1,1
3451,0,0,1,1
3450,0,0,1,1
3176,0,0,1,1
961,0,0,1,1
2761,0,0,1,1
1503,0,0,1,1
3610,0,0,1,1
3139,0,0,1,1
4219,0,0,1,1
4251,0,0,1,1
348,0,0,1,1
4317,0,0,1,1
1280,0,0,1,1
4372,0,0,2,1
