3746, 0
410, 0
376, 2
896, 1
3642, 2
2433, 1
3848, 1
3847, 1
3645, 1
3643, 1
525, 2
198, 1
509, 1
370, 5
931, 0
371, 0
328, 2
337, 2
339, 6
353, 2
354, 2
355, 2
778, 2
377, 2
363, 2
365, 2
378, 2
383, 2
388, 2
391, 2
392, 2
393, 2
394, 2
329, 2
342, 5
972, 0
965, 0
247, 0
996, 0
983, 0
510, 1
514, 1
1342, 0
1506, 0
1505, 0
1510, 1
3142, 1
3130, 1
4155, 0
341, 1
2029, 3
2460, 0
3128, 0
246, 0
3969, 3
3968, 3
256, 0
970, 0
3674, 0
3610, 0
4278, 62
4279, 31
4334, 1
4358, 1
971, 2
622, 6
4392, 3
595, 3
366, 3
582, 3
4395, 26
4405, 2
4406, 2
4410, 1
1706, 1
3835, 1
4484, 2
4518, 5
4542, 1
4548, 2
3118, 2
3121, 2
3124, 2
4550, 1
4561, 3
4562, 3
4568, 1
4602, 0
2027, 0
4684, 4
4828, 1
4846, 1
2004, 1
4855, 1
4897, 3
4898, 0
4910, 4
4909, 3
1577, 1
4949, 0
4939, 5
2028, 1
5157, 1
5208, 0
5162, 0
5166, 0
2010, 0
5164, 0
5168, 0
5287, 0
245, 1
5304, 2
5303, 21
5305, 1
5306, 1
2023, 3
1513, 2
5308, 1
5407, 2
192, 2
4683, 1
5629, 1
4446, 1
5580, 2
5579, 1
5576, 1
5574, 1
5670, 1
5944, 1
5848, 3
5638, 3
6052, 10
6062, 5
406, 4
6066, 8
6074, 3
2002, 3
639, 1
1534, 1
6088, 5
6097, 5
6095, 14
6197, 1
6199, 8
267, 1
4318, 1
6248, 1
6249, 1
6251, 1
6377, 21
7045, 2
935, 4
927, 3
7118, 6
1993, 2
877, 2
7125, 2
4741, 2
3978, 2
3979, 2
374, 2
2766, 2
3527, 2
3752, 2
3745, 2
1378, 2
4121, 2
3433, 2
6371, 1
6835, 1
7239, 2
7273, 1
5252, 1
244, 0
976, 0
7921, 0
7918, 0
6381, 0
1535, 1
