3746, 2
3747, 2
1703, 2
3525, 2
500, 6
406, 7
410, 3
260, 2
505, 6
376, 12
510, 7
506, 8
887, 4
896, 3
3642, 6
2433, 3
3848, 4
3847, 4
3645, 3
3643, 3
1405, 2
3118, 10
525, 9
1291, 2
198, 3
192, 6
495, 2
509, 5
3125, 4
96, 2
553, 12
552, 2
550, 2
554, 2
546, 2
2021, 8
586, 2
630, 2
579, 2
341, 17
370, 12
931, 15
371, 4
720, 2
2028, 9
723, 4
347, 2
1516, 2
2741, 2
328, 6
337, 6
339, 16
353, 6
354, 6
355, 6
778, 6
377, 8
363, 8
365, 6
378, 8
383, 6
388, 11
391, 6
392, 6
393, 6
394, 6
329, 6
342, 11
788, 2
514, 17
1532, 18
256, 10
939, 4
284, 2
972, 3
963, 2
965, 4
482, 2
3421, 2
3419, 2
3417, 2
3420, 2
3415, 2
976, 7
494, 2
247, 2
996, 2
983, 4
1008, 2
1006, 2
1007, 2
3911, 2
244, 8
491, 2
1289, 2
1342, 4
1356, 2
1361, 2
3467, 4
3468, 2
1413, 4
1506, 3
1505, 5
1510, 4
3142, 6
3130, 4
927, 6
935, 10
1765, 2
3730, 2
4155, 5
3732, 2
3731, 2
893, 2
900, 2
1996, 8
1993, 7
2002, 9
1998, 4
1991, 4
1994, 4
1990, 6
1997, 4
1995, 4
1992, 4
2004, 6
1999, 2
2573, 2
1535, 4
3527, 10
3793, 4
2580, 2
3794, 4
2029, 10
2020, 2
2395, 2
2394, 2
2403, 2
2418, 8
2411, 2
2410, 2
4001, 2
3772, 2
1519, 2
3621, 2
1517, 2
3667, 2
3665, 2
352, 2
2460, 3
3978, 6
3979, 6
2503, 2
1445, 2
3128, 3
1422, 2
246, 3
3906, 2
3969, 6
3968, 6
2693, 4
1400, 12
2698, 4
230, 12
245, 6
1687, 2
1686, 2
970, 6
3209, 2
3784, 2
3674, 4
3987, 2
3990, 2
4038, 2
3449, 2
3451, 2
3450, 2
3176, 2
961, 2
2761, 2
1503, 2
3610, 2
3139, 2
4216, 2
4248, 2
4278, 76
4279, 38
348, 2
4319, 2
4334, 2
4358, 2
4368, 2
971, 7
622, 10
4392, 5
595, 5
366, 5
582, 5
4395, 35
4405, 3
4406, 3
4410, 2
1280, 2
4434, 2
1706, 2
3835, 2
4446, 6
4484, 4
4486, 2
4518, 14
4542, 8
4548, 3
3121, 4
3124, 4
4550, 2
4561, 8
4562, 10
4565, 2
4568, 2
4598, 6
4602, 3
4616, 2
4622, 4
4626, 2
4620, 2
2027, 3
4684, 31
4706, 4
4744, 2
4767, 2
4771, 2
4811, 2
4828, 3
4846, 2
4855, 2
4897, 10
4898, 4
4910, 8
4909, 6
1577, 2
4951, 2
4949, 3
4939, 17
2381, 2
2380, 2
5033, 2
5157, 5
5208, 3
5209, 2
5224, 2
5227, 2
3675, 2
712, 4
5162, 2
5166, 4
2010, 2
5164, 2
5168, 2
5287, 3
5288, 2
5304, 4
5303, 42
5305, 2
5306, 2
2023, 8
1513, 4
5308, 2
5407, 4
4683, 9
5629, 3
5580, 4
5579, 2
5576, 2
5574, 2
5670, 3
5739, 2
266, 2
3144, 2
5638, 10
5944, 2
5848, 6
6052, 12
6062, 6
6066, 10
6074, 4
639, 2
1534, 2
6088, 9
6097, 9
6095, 20
6197, 3
6199, 12
267, 2
4318, 2
6248, 2
6249, 2
6251, 2
6377, 25
4950, 2
6412, 2
6477, 2
6478, 2
6479, 2
6481, 2
3607, 2
504, 2
6772, 2
6797, 2
3006, 2
7046, 4
7045, 6
6895, 4
7049, 4
7057, 2
7058, 2
7118, 9
877, 3
7125, 3
4741, 3
374, 4
2766, 3
3752, 3
3745, 3
1378, 4
4121, 3
3433, 3
6371, 3
6835, 3
7239, 4
6700, 2
7273, 2
5252, 2
7288, 14
7287, 6
7313, 2
7439, 2
7546, 2
7765, 2
3447, 2
1386, 2
7851, 2
7921, 2
7918, 4
7977, 2
7978, 2
7980, 2
8068, 10
202, 2
7594, 2
519, 8
5568, 2
511, 4
8204, 4
8221, 2
6381, 2
