3746, 2
410, 2
376, 8
896, 2
3642, 4
2433, 2
3848, 3
3847, 3
3645, 2
3643, 2
525, 4
198, 2
509, 4
370, 11
931, 10
371, 3
328, 5
337, 5
339, 11
353, 5
354, 5
355, 5
778, 5
377, 5
363, 5
365, 5
378, 5
383, 5
388, 7
391, 5
392, 5
393, 5
394, 5
329, 5
342, 8
972, 2
965, 3
247, 2
996, 2
983, 2
510, 2
514, 2
1342, 2
1506, 2
1505, 2
1510, 3
3142, 3
3130, 3
4155, 4
341, 4
2029, 7
2460, 2
3128, 2
246, 2
3969, 5
3968, 5
256, 2
970, 4
3674, 2
3610, 2
4278, 74
4279, 37
4334, 2
4358, 2
971, 4
622, 10
4392, 5
595, 5
366, 5
582, 5
4395, 33
4405, 3
4406, 3
4410, 2
1706, 2
3835, 2
4484, 3
4518, 14
4542, 8
4548, 3
3118, 3
3121, 3
3124, 3
4550, 2
4561, 6
4562, 6
4568, 2
4602, 3
2027, 2
4684, 11
4828, 2
4846, 2
2004, 4
4855, 2
4897, 10
4898, 4
4910, 8
4909, 6
1577, 2
4949, 2
4939, 15
2028, 4
5157, 4
5208, 2
5162, 2
5166, 4
2010, 2
5164, 2
5168, 2
5287, 2
245, 2
5304, 4
5303, 42
5305, 2
5306, 2
2023, 7
1513, 4
5308, 2
5407, 4
192, 4
4683, 2
5629, 2
4446, 2
5580, 4
5579, 2
5576, 2
5574, 2
5670, 2
5944, 2
5848, 5
5638, 5
6052, 12
6062, 6
406, 5
6066, 10
6074, 4
2002, 5
639, 2
1534, 2
6088, 8
6097, 8
6095, 20
6197, 2
6199, 12
267, 2
4318, 2
6248, 2
6249, 2
6251, 2
6377, 25
7045, 4
935, 7
927, 4
7118, 8
1993, 3
877, 3
7125, 3
4741, 3
3978, 3
3979, 3
374, 3
2766, 3
3527, 6
3752, 3
3745, 3
1378, 3
4121, 3
3433, 3
6371, 2
6835, 2
7239, 4
7273, 2
5252, 2
244, 2
976, 2
7921, 2
7918, 4
6381, 2
1535, 2
